『以动物为歌名』丨欢迎来到动物（污）园,http://music.163.com/playlist?id=886485181,66万
是不是想考清华？听完这张歌单再去学习,http://music.163.com/playlist?id=888373875,187万
【怨妇曲风】看起来很美，听起来很丧。,http://music.163.com/playlist?id=889769859,139万
R3HAB Beast Mode,http://music.163.com/playlist?id=893480903,38万
造福处女座|处女座唱给你听,http://music.163.com/playlist?id=889690843,152万
盘点向：那些“一片”歌手的金曲,http://music.163.com/playlist?id=889177381,148万
魅蓝疾速歌单 年轻就要听快歌,http://music.163.com/playlist?id=888290467,102万
欧美 R&B ♫丨2 Moodz,http://music.163.com/playlist?id=889570491,64万
日系| 沉溺于深海，无从寄托的孤独灵魂,http://music.163.com/playlist?id=879101411,99万
小众而惊艳 ·韩国独立音乐精选集,http://music.163.com/playlist?id=884976631,30万
lo-fi hiphop｜孤独的人与寒冷的夜,http://music.163.com/playlist?id=879578103,78万
「欧美伤感」我们曾相恋过 现在却只能怀恋,http://music.163.com/playlist?id=882155440,265万
「暖系后摇」煦色韶光，半窗清梦,http://music.163.com/playlist?id=880767429,40万
[小语种] 芬兰语也可以主流潮,http://music.163.com/playlist?id=878286751,50万
【正能量】温柔也励志的韩语清新小曲,http://music.163.com/playlist?id=878579168,88万
【致爱情】我爱你呀，然而你感受的到吗？,http://music.163.com/playlist?id=883687632,187万
「柔情呢喃」轻吟时光 你是我无法泅渡的海,http://music.163.com/playlist?id=882533652,128万
暑假补作业BGM,http://music.163.com/playlist?id=881279888,531万
【日系】正如鹅毛大雪漫天飘落,http://music.163.com/playlist?id=883147136,18万
父辈的青春，我们的童年,http://music.163.com/playlist?id=877046003,92万
東方告白隐藏向|我喜欢你，你还听得到吗,http://music.163.com/playlist?id=882661588,48万
朴振荣的Party People独家音源！,http://music.163.com/playlist?id=879900087,76万
「粤语」人人路过都像你 但你是你,http://music.163.com/playlist?id=884305905,118万
欧美 Indie♫丨你听起来像夏天一样可爱~,http://music.163.com/playlist?id=882312693,280万
“永远年轻，永远心怀绝望”,http://music.163.com/playlist?id=882430477,194万
你是我生命中一道光，我只愿追随着你,http://music.163.com/playlist?id=883508034,135万
『日摇』穿过黑夜 美若黎明,http://music.163.com/playlist?id=877066421,23万
民谣青年 | 不只是姑娘和远方,http://music.163.com/playlist?id=884989224,175万
听过他们写的歌，却不曾闻其名,http://music.163.com/playlist?id=881367835,347万
『光影留声』岁月浸润，醇醉迷人,http://music.163.com/playlist?id=879411708,131万
这首歌曾陪我去远方,http://music.163.com/playlist?id=885099011,292万
［韩语］那些独特优质的韩式非主打,http://music.163.com/playlist?id=884091743,36万
Stafford Brothers - August Playlist,http://music.163.com/playlist?id=882437427,40万
中国首个大型Hiphop音乐节-MDSK音乐节,http://music.163.com/playlist?id=884900192,17万
a-nation 2017 创造夏日回忆,http://music.163.com/playlist?id=882372582,13万
EDC2017•拉斯维加斯电音节-现场歌单,http://music.163.com/playlist?id=765589947,361万
盛夏七夕甜蜜蜜 小甜歌小情歌系列 陆地夫妇,http://music.163.com/playlist?id=768948803,25万
【 一阵空灵仙气 〗,http://music.163.com/playlist?id=768089183,34万
VOCALOID周刊季军合集,http://music.163.com/playlist?id=774139585,25043
中国流行音乐42年发展史（头条）,http://music.163.com/playlist?id=766895756,11万
『百首血洗B站的可爱元气萌音』,http://music.163.com/playlist?id=759037438,92万
【 低吟始丨沦陷哼唱 〗,http://music.163.com/playlist?id=765421534,94万
【 一管慢性麻药 〗,http://music.163.com/playlist?id=768120921,28万
【 只言片语丨台词爱上了音乐 〗,http://music.163.com/playlist?id=768235856,28642
VOCALOID周刊亚军合集,http://music.163.com/playlist?id=769561721,18277
最佳EDM Drop精选集  第一季,http://music.163.com/playlist?id=769722306,32万
【 一起背单词丨四级词汇 〗,http://music.163.com/playlist?id=760201961,178万
放松 /加油！炒鸡紧张的你不得不听,http://music.163.com/playlist?id=763203574,566万
【 节奏起丨心跳不止 〗,http://music.163.com/playlist?id=757835855,231万
『抖腿向 血洗B站的动感ACG歌曲』,http://music.163.com/playlist?id=760741533,19万
Future Bass丨奇幻跳跃的清新旋律,http://music.163.com/playlist?id=754167915,120万
『华语』答应我，听完这些歌，不许哭,http://music.163.com/playlist?id=761392251,145万
「华语」狭路相逢，歌名大乱斗,http://music.163.com/playlist?id=754024661,804万
"民谣地图｜你在哪座城市,怀念带不走的谁",http://music.163.com/playlist?id=762783889,91万
Hot EDM | 2017热门电子音乐全收录,http://music.163.com/playlist?id=762784040,12万
【迷人节奏】听不腻的风格小心中毒会上瘾!,http://music.163.com/playlist?id=762602593,54万
瞎看BGM-缘 妙不可言-阅后即瞎,http://music.163.com/playlist?id=761488321,26328
【英語科室】手机电量剩1%也要听的冷门,http://music.163.com/playlist?id=753856131,262万
『90后』回忆当年年少青涩的我们。,http://music.163.com/playlist?id=759160379,25433
粤语流行『典藏版』，粤唱越情深。,http://music.163.com/playlist?id=751120659,91万
[记忆]那些90后曾经无限循环的爆火单曲,http://music.163.com/playlist?id=749602987,55万
【 如果生活欺骗了你 请躲到童话里 〗,http://music.163.com/playlist?id=749301950,89202
『欧美 | 摇滚』翻唱魅力vs.原版经典,http://music.163.com/playlist?id=747518410,220万
拉倒吧，朕的小调太清爽,http://music.163.com/playlist?id=753777205,66724
「冷门古风」夏天听正合适,http://music.163.com/playlist?id=745922241,80万
明日之子·原唱合辑,http://music.163.com/playlist?id=753765870,59万
华语女声 | 邂逅余生 忆他思他寻不见他,http://music.163.com/playlist?id=757351915,55万
【国产说唱】七彩螺旋式说唱,http://music.163.com/playlist?id=735236060,207万
欧美热单Remixes丨知名制作人的神级改编,http://music.163.com/playlist?id=736534910,310万
只要能遇见你，就不怕姗姗来迟,http://music.163.com/playlist?id=733782317,1039万
为什么要取这种我看到就忍不住要听的歌名,http://music.163.com/playlist?id=833017273,290万
『节奏控&电音向』燃烧吧！我的中二之魂！②,http://music.163.com/playlist?id=831408378,11万
女声 | 俏皮慵懒拯救你的不开心,http://music.163.com/playlist?id=864401021,189万
致异乡人:你有一封民谣简信，请查收,http://music.163.com/playlist?id=866344230,106万
Disco节拍♫丨低频律动的夏日舞步~,http://music.163.com/playlist?id=864969600,109万
80年代经典电视剧的经典歌曲,http://music.163.com/playlist?id=866881448,70万
异域民谣 | 行吟歌者诗中的世界,http://music.163.com/playlist?id=866938588,33万
西语爵士丨伊比利业半岛的弗拉明戈情调,http://music.163.com/playlist?id=863642427,96628
【寰行中国】你开车，我放歌（中文）,http://music.163.com/playlist?id=866428282,124万
♪同名异曲♪·不容错过的别样精彩,http://music.163.com/playlist?id=867897356,79万
日系♥云淡风轻下启程的蔚蓝旅途,http://music.163.com/playlist?id=864906545,28万
【说唱】留住你一面，画在我心间,http://music.163.com/playlist?id=832790627,82万
给我一秒 让你爱上说唱！,http://music.163.com/playlist?id=830624762,19万
猫和老鼠，你们才是我的古典音乐老师！,http://music.163.com/playlist?id=866094130,64万
在乐队里发光的贝斯小姐姐们,http://music.163.com/playlist?id=833218876,156万
『乡村|巴西风情』体验异域的清新乡村之旅,http://music.163.com/playlist?id=868262719,24万
今天吹什么风｜吹啊吹啊我的骄傲放纵,http://music.163.com/playlist?id=831692724,331万
珍藏 ▍“再见”用各国语言怎么说？,http://music.163.com/playlist?id=831385853,15万
国际电影节|用一首歌推荐一部电影,http://music.163.com/playlist?id=867407951,60万
不要惊慌，苏,http://music.163.com/playlist?id=867722396,19万
孤独的背影，写满了无尽的忧伤。,http://music.163.com/playlist?id=832707160,68950
暑期在家总被骂？顶嘴父母先壮胆,http://music.163.com/playlist?id=864788931,35万
十里桃林的 Freestyle,http://music.163.com/playlist?id=866383607,38万
中国电音厂牌UItimateRecords,http://music.163.com/playlist?id=833168128,50402
原创 | Joanne World Tour,http://music.163.com/playlist?id=863305277,49798
战狼2 你不能错过的惊艳BGM,http://music.163.com/playlist?id=831332007,25万
高颜值｜这些MV里的小哥哥都好帅！,http://music.163.com/playlist?id=866630706,48361
2017年7月小秘书新歌推荐,http://music.163.com/playlist?id=832402611,30万
「日系」那些细腻温柔的女声＋做作业专用,http://music.163.com/playlist?id=827912183,99万
[小语种] 德语也可以主流潮,http://music.163.com/playlist?id=820200450,25万
「纯音小调」一个人和猫的幸福时光,http://music.163.com/playlist?id=826006065,60万
重度失眠｜Jazz HipHop 与化身孤岛的鲸为伴,http://music.163.com/playlist?id=825193449,57万
『意识流电子｜梦境边缘的旅程』,http://music.163.com/playlist?id=827706359,40万
[和风秘语] 盂兰盆会·诡面舞者·京都梦华录,http://music.163.com/playlist?id=828633432,32万
秒懂这些歌曲是你我之间的小默契,http://music.163.com/playlist?id=826797842,995万
一个旋律两首歌 | 是无意穿堂风 偏偏引山洪,http://music.163.com/playlist?id=733787899,948万
古风中国风 那些不容错过的歌曲②,http://music.163.com/playlist?id=744376057,105万
在车里放这些电音，妹子会爱上你,http://music.163.com/playlist?id=749848831,24万
『民谣与诗』晴空与海潮交织的韵和乐章,http://music.163.com/playlist?id=739071258,562万
纯音 | 想哭就哭吧 你又不是雨伞 别撑着,http://music.163.com/playlist?id=746860075,11万
『响指系』你绝对不容错过的响指节奏ღ♡‿♡ღ,http://music.163.com/playlist?id=739981123,279万
与你最后的夏天，不舍趟过肺腑,http://music.163.com/playlist?id=739121492,791万
盘点百余首galgame的片头曲和开始界面bgm,http://music.163.com/playlist?id=734141330,35万
"古风｜欲把相思说似谁,浅情人不知。",http://music.163.com/playlist?id=745881353,67349
你是无意穿堂风偏偏孤踞引山洪,http://music.163.com/playlist?id=744597178,29万
「词作精选」那些绝色古风词,http://music.163.com/playlist?id=740357872,144万
UMF2017 • 新加坡电音节-现场歌单,http://music.163.com/playlist?id=748285486,33万
【 定义「骚」丨欧美男嗓 〗,http://music.163.com/playlist?id=748299269,48592
100位欧美90后歌手：这些人把青春给了音乐,http://music.163.com/playlist?id=733122887,499万
神级Remix | 歌曲的重生,http://music.163.com/playlist?id=740322272,230万
『一百首』经典华语怀旧老歌,http://music.163.com/playlist?id=737535139,793万
在下萝莉控ii【最帅哒魔王大人】,http://music.163.com/playlist?id=744321773,61083
【 节拍器丨整装前行 〗,http://music.163.com/playlist?id=733433719,161万
『华语』二字情歌|心欲不减 难免一身怆然,http://music.163.com/playlist?id=744040890,46万
历代假面骑士战斗曲：Let's Go Rider Kick!,http://music.163.com/playlist?id=745642346,64498
吉他前奏‖听吉他与不同曲风的结合,http://music.163.com/playlist?id=732688183,232万
最佳流行电音混音集（持续更新）,http://music.163.com/playlist?id=732373693,374万
【 旋律控丨私人订制 〗,http://music.163.com/playlist?id=733714361,255万
EDM 摇头晃奶 ⚡️,http://music.163.com/playlist?id=736361388,12万
【ACG】2017年7月新番op&ed（搭建ing～）,http://music.163.com/playlist?id=733250072,10万
「高考季」2017一起听歌记单词吧,http://music.163.com/playlist?id=727047864,519万
内地优秀影视作曲人•作品选辑,http://music.163.com/playlist?id=730426023,553万
【科幻向】之末世情结的光芒,http://music.163.com/playlist?id=731099909,49万
日式清新女声，漫游在初夏的阳光下,http://music.163.com/playlist?id=721109251,163万
VOCALOID周刊冠军合集,http://music.163.com/playlist?id=726335983,23万
【科幻向】之太空歌剧的吟唱,http://music.163.com/playlist?id=724303621,96346
【科幻向】之蒸汽朋克的幻想,http://music.163.com/playlist?id=726239497,178万
『永远的乌托邦』大陆摇滚的黄金年代,http://music.163.com/playlist?id=724147711,166万
☀Tropical House丨清新之风,http://music.163.com/playlist?id=711438670,803万
纯音：一百五十位韩国音乐人，每人一首佳作,http://music.163.com/playlist?id=718346554,79万
竖琴精选｜唯美音律，如诗如梦的浪漫,http://music.163.com/playlist?id=823945175,11万
纯乐 丨 悦心旋律，只献有心人♪,http://music.163.com/playlist?id=822104795,49万
掌声系｜歌曲搭入清脆悦耳的拍手声,http://music.163.com/playlist?id=823375727,167万
【日摇】从天而降的一亿颗星星,http://music.163.com/playlist?id=823599893,30万
「日系女声」请让我用英语唱一首伤心的歌,http://music.163.com/playlist?id=826670006,25万
『史诗级配乐』听了拯救世界,http://music.163.com/playlist?id=824321256,32万
DIAMOND / 钻石般闪耀的电音厂牌,http://music.163.com/playlist?id=821208157,16万
「婉然如斯」你把柔情凝成一阕最美的诗,http://music.163.com/playlist?id=828496960,93万
【 止躁机丨循环过滤网 〗,http://music.163.com/playlist?id=820783495,20万
喝最烈的酒，听最顶级的电音（五）,http://music.163.com/playlist?id=821652266,20万
【民谣里】姑娘，你的酒铺还缺人么,http://music.163.com/playlist?id=820084317,697万
携你于古镇落脚，贾酒当歌,http://music.163.com/playlist?id=824411622,34万
『追忆&泪目向』致我们逝去的青春！！,http://music.163.com/playlist?id=820024779,38万
你可知这些歌曲背后的真实故事,http://music.163.com/playlist?id=823308052,303万
2017风暴电音节南京站热单强推,http://music.163.com/playlist?id=823621220,11万
流行&质优||华语电影金曲精选,http://music.163.com/playlist?id=820195717,543万
我在听欢快的歌啊，可为什么还是很丧,http://music.163.com/playlist?id=824147839,414万
Chace | Tomorrowland Mainstage 2017,http://music.163.com/playlist?id=821884736,37万
後搖精选 | 怪诞诗人的低吟浅唱,http://music.163.com/playlist?id=827889576,40万
赶走夏困 清凉降火，你需要一剂强心剂,http://music.163.com/playlist?id=825145451,85万
BML2017BilibiliMacroLink2017歌单【已排序,http://music.163.com/playlist?id=823508056,26万
燥动现场 | 消灭一切不开心,http://music.163.com/playlist?id=820588781,131万
【 林肯公园 Top15 历年热单单曲 〗,http://music.163.com/playlist?id=820319347,43万
〖节日特辑〗庆典主题歌单,http://music.163.com/playlist?id=820033822,29356
日本民工强势来袭！,http://music.163.com/playlist?id=828909490,49万
报告老大，我有话对你说……,http://music.163.com/playlist?id=822617141,236万
韩式抒情丨因为下雨了 所以想起你,http://music.163.com/playlist?id=822624036,68万
［真实感］绝佳的英伦摇滚现场,http://music.163.com/playlist?id=828084731,107万
玄觞♪『独坐沏茶壶，静吟离弦曲』,http://music.163.com/playlist?id=823616114,79613
「时代的呢喃」重温一场令人沉醉的旧梦,http://music.163.com/playlist?id=829971093,29万
2017音乐录影带大奖VMA提名名单,http://music.163.com/playlist?id=825580379,71万
Rap 律动♫丨Feel Da Vibe~,http://music.163.com/playlist?id=824267807,97万
《NBA2K18》官方BGM背景音乐歌曲单,http://music.163.com/playlist?id=821942236,71万
双世宠妃,http://music.163.com/playlist?id=824034546,94024
当音乐碰上鸡汤词儿 「R&B」,http://music.163.com/playlist?id=823908579,31万
水 逆 退 散 符 ☆ 好 运 连 连 到 ～,http://music.163.com/playlist?id=879919704,131万
【日摇】一盒阳光温度柳橙味元气糖,http://music.163.com/playlist?id=869549675,42万
口哨系｜学会就可以撩妹了ΘˍΘ,http://music.163.com/playlist?id=869583062,288万
欧美 | 纯净甜美的天籁童音,http://music.163.com/playlist?id=869357156,183万
「日式抒情女声」美好的月色与温柔的爱,http://music.163.com/playlist?id=876511548,63万
【抖腿向】嗨得一路拉风带闪电⚡⚡,http://music.163.com/playlist?id=871188467,338万
霓虹轻快女声║她有一道彩虹,http://music.163.com/playlist?id=870166937,28万
麻烦帮忙打包这些歌比人火的欧美才女,http://music.163.com/playlist?id=875916165,211万
古风十年，哪首曾撩拨过你的心弦,http://music.163.com/playlist?id=871256049,188万
复古风潮 | 以最漂亮的姿势来跳一支摇摆舞,http://music.163.com/playlist?id=876529213,140万
FUTURE BASS ¡ 致⚡️幻⚡️电⚡️流⚡️,http://music.163.com/playlist?id=874336524,118万
「慵懒女嗓」暗香盈袖 娴静犹如花照水,http://music.163.com/playlist?id=869865740,191万
烟嗓范 | 用音记录故事（女声篇）,http://music.163.com/playlist?id=873778653,123万
海浪声｜歌曲搭入意境十足的海浪声,http://music.163.com/playlist?id=874266014,82万
一张歌单带你领略北欧风情 抒情篇,http://music.163.com/playlist?id=876785883,76万
电子迷境| 〓17年韩另类电子乐精选〓,http://music.163.com/playlist?id=869804816,77736
「虚幻世界」我已见过银河 仍只爱你这颗星,http://music.163.com/playlist?id=872816027,36万
美少女万华镜4BGM合集,http://music.163.com/playlist?id=869483445,15万
「迷幻女嗓」清香照人 幽花疏淡更香饶,http://music.163.com/playlist?id=873584656,71万
「古风」歌词带你走遍大江南北,http://music.163.com/playlist?id=870181995,138万
【古风】人非草木皆有情，不如不遇倾城色。,http://music.163.com/playlist?id=870142039,255万
别看有的人表面风光，背地里一只猫都没有,http://music.163.com/playlist?id=871344182,74万
Christian Rock‖假如上帝也玩起了摇滚,http://music.163.com/playlist?id=872260629,17万
80'Sing | 复古现在进行时,http://music.163.com/playlist?id=870395774,117万
那些甜中带着玻璃碴子的暗恋的日子,http://music.163.com/playlist?id=872688961,451万
速食时代 | 给耳朵放个假，慢下来倾听世界,http://music.163.com/playlist?id=870863132,240万
数学摇滚 | 理性浪漫，诗意自由,http://music.163.com/playlist?id=875014214,94150
华语票房最高的50部电影[原声集],http://music.163.com/playlist?id=876254873,398万
【日摇】梦话讲给自己听,http://music.163.com/playlist?id=871917701,56万
稀有【响指】前奏，华语说唱,http://music.163.com/playlist?id=870801879,214万
叙事小曲 | 以树为歌，以草封缄,http://music.163.com/playlist?id=873153987,215万
流行朋克 | 带你重新当一回热血青年,http://music.163.com/playlist?id=876148287,77万
夏日一口凉音(ฅ´ω`ฅ)清甜到想“嗷呜~”地嚎,http://music.163.com/playlist?id=872879631,166万
「中国嘻哈」着迷说唱,http://music.163.com/playlist?id=872185834,73万
『影视史诗』梦回苍穹岁月，绝唱千古风流,http://music.163.com/playlist?id=872605017,91万
钢琴前奏‖听钢琴与不同曲风的碰撞,http://music.163.com/playlist?id=716123090,274万
『迷之歌名』这是何等的卧槽,http://music.163.com/playlist?id=720050737,16万
《 当你在读书时 》,http://music.163.com/playlist?id=720362063,30万
轻电音 | 中国风电音 诗酒趁年华,http://music.163.com/playlist?id=722743816,40100
现在的感情都暧昧，我们都是爱情的胆小鬼,http://music.163.com/playlist?id=706469943,1011万
【 一词情诗丨予你，我只说一次 〗,http://music.163.com/playlist?id=705539508,14万
慵懒与柔情 | 当木吉他邂逅女声,http://music.163.com/playlist?id=709196925,538万
2017放学嗨· AYO！嘻哈音乐节精选汇总歌单,http://music.163.com/playlist?id=716341857,113万
百首好听的著名产品广告歌曲,http://music.163.com/playlist?id=711430502,148万
「日系」电音与女毒的精巧结合,http://music.163.com/playlist?id=702453759,337万
「3D环绕立体音」电音环绕vsACG双声道,http://music.163.com/playlist?id=706224287,112万
国人纯音|天籁之音 余音不绝,http://music.163.com/playlist?id=699210111,296万
「惊艳Remix」唤醒沉睡的耳朵,http://music.163.com/playlist?id=708477487,723万
年少不懂粤语歌，而立再听句句情,http://music.163.com/playlist?id=700734626,836万
华语百首 | 回忆伤人无声，唱不尽世间遗憾,http://music.163.com/playlist?id=698720887,1340万
「纯音乐」梦幻于沉醉丨心灵的渲染,http://music.163.com/playlist?id=690229608,538万
鬼知道这些歌手都经历了什么,http://music.163.com/playlist?id=700814566,783万
EDM Trap丨令人深陷的毒性低音,http://music.163.com/playlist?id=692029375,1028万
【古风精选】第一耳就感动我的古风歌,http://music.163.com/playlist?id=703084172,151万
那人那景都将在遗忘中重新拾起,http://music.163.com/playlist?id=691394551,1096万
『二次元|电音』电音激荡 二次元的呼唤,http://music.163.com/playlist?id=651106892,284万
古风｜百听不厌~咱的珍藏 ( •̀∀•́ ),http://music.163.com/playlist?id=695548456,93万
时间治愈的是 愿意自渡之人,http://music.163.com/playlist?id=652762973,1112万
100首适合工作学习党的轻快纯音小调,http://music.163.com/playlist?id=695277097,26万
绵绵不绝的温柔，循环不止的女声♡゛,http://music.163.com/playlist?id=649048229,867万
好听到爆的歌(第一弹),http://music.163.com/playlist?id=650440397,480万
【白噪声】写论文必备,http://music.163.com/playlist?id=642386905,69万
中国有嘻哈选手精选合集（持续更新）,http://music.163.com/playlist?id=638864394,396万
「古风」最值得单曲循环的古风歌合集,http://music.163.com/playlist?id=644883057,732万
听民谣的人有多少故事,http://music.163.com/playlist?id=643560279,928万
【法语精选】最深情的吟唱,http://music.163.com/playlist?id=886522940,36万
七夕碍着你了？| 来自情侣的反击,http://music.163.com/playlist?id=890920946,33万
扑朔迷离的真相｜论那些压迫感爆表的BGM,http://music.163.com/playlist?id=886958762,23万
日语合唱集：传统演绎的别样青春,http://music.163.com/playlist?id=891838447,13万
『古风』不解相思意，闲看窗外雨,http://music.163.com/playlist?id=887338503,90万
漫漫长路远，冷冷幽梦清『奇幻影视』,http://music.163.com/playlist?id=890846689,12万
极致深情 | 音律入耳 我仿佛又失恋了千百次,http://music.163.com/playlist?id=883519011,16万
『华语篇』此生一定要去演唱会哭一次,http://music.163.com/playlist?id=773961621,18万
消暑|| 夏日海滩复古趴,http://music.163.com/playlist?id=483263213,44527
【日系/清唱】脱离伴奏，享受人声的动听,http://music.163.com/playlist?id=753937740,42250
100位爵士萨克斯乐手精选单曲,http://music.163.com/playlist?id=888963889,20616
『Tropical House』夏日海风般的 清新旋律,http://music.163.com/playlist?id=888497009,38399
因为一首歌，记住一部视觉小说,http://music.163.com/playlist?id=878498021,47万
那些在你酩酊大醉后嘶吼出来的心事,http://music.163.com/playlist?id=882960422,582万
说以情搓以理: 说唱中画龙点睛的搓碟部分,http://music.163.com/playlist?id=879087465,49万
EDM精选-跃动电音与人声的听觉盛宴,http://music.163.com/playlist?id=879522836,13万
我知道风里有诗，那正是民谣的歌。,http://music.163.com/playlist?id=879463910,155万
有一种单身，叫只为等某个人。,http://music.163.com/playlist?id=877487621,87万
[秘封幻想世界] 轻歌曼舞 舞燕歌莺,http://music.163.com/playlist?id=873837140,48万
『异域幻想』妖精乡 · 骑士的放浪冒险谭,http://music.163.com/playlist?id=872527977,54万
百部动画原声｜百首治愈良药,http://music.163.com/playlist?id=871948164,142万
想拥有你眼中的繁星点点,http://music.163.com/playlist?id=875778492,60万
若拿歌比喻人的所有心情，这刚好合适,http://music.163.com/playlist?id=870172144,293万
倒叙年华‖时光漫步之1997～2006,http://music.163.com/playlist?id=874111799,61万
岁月如歌 ‖ 心如大海，从此美丽。,http://music.163.com/playlist?id=872944152,74993
我爱二次元 第一季,http://music.163.com/playlist?id=868747796,27664
说唱里的小情歌,http://music.163.com/playlist?id=863472183,53万
倒叙年华‖时光漫步之2007～2016,http://music.163.com/playlist?id=866169651,652万
「合唱团歌集」独乐乐不如众乐乐,http://music.163.com/playlist?id=866289966,124万
Post-rock 周期表,http://music.163.com/playlist?id=832240971,45万
「电子•男声」入耳倾心，渐入佳境,http://music.163.com/playlist?id=865761819,362万
「精选」百首好听电音 带你走进另一个世界,http://music.163.com/playlist?id=830292066,54115
后现代主义音乐思潮下审美转向,http://music.163.com/playlist?id=863574905,32万
⚡️17年7月新热电音推送,http://music.163.com/playlist?id=831925986,369万
重温华语老歌，这些专辑今年20岁。,http://music.163.com/playlist?id=867507289,492万
有哪些好听的歌会让你感同身受,http://music.163.com/playlist?id=864112683,193万
「韩综」三时三餐海洋牧场篇BGM,http://music.163.com/playlist?id=830430416,65665
唯美纯音｜一个小小的青春故事。,http://music.163.com/playlist?id=822918736,584万
你需要一首BGM，来撑起你的内心戏！,http://music.163.com/playlist?id=826721715,901万
【综艺】中餐厅背景音乐BGM合集,http://music.163.com/playlist?id=820962100,418万
如果节奏到位你就拍拍手,http://music.163.com/playlist?id=823026287,142万
中国嘻哈榜-7月榜,http://music.163.com/playlist?id=827231727,12万
还记得当年的那张录取通知书吗？,http://music.163.com/playlist?id=822652429,48万
一到夏天我就喜欢吃着火锅哼着歌✌️,http://music.163.com/playlist?id=824574078,29万
喜欢海风，花香，还有悄悄出现的你。,http://music.163.com/playlist?id=822188565,28万
从此陌路，祝你安好,http://music.163.com/playlist?id=828450981,16万
『华语|甜心女声』盛夏的你美的很安静,http://music.163.com/playlist?id=827891108,58739
中餐厅好听的背景音乐,http://music.163.com/playlist?id=821671059,11221
你印象最深的童话故事是哪一个？,http://music.163.com/playlist?id=821890584,35068
［静心纯音］孤独从来都很美,http://music.163.com/playlist?id=813427878,50万
抒情/日语：内心萦绕的只有初遇时的温暖,http://music.163.com/playlist?id=813775157,74万
［日系］纯洁的声音，无邪的青春,http://music.163.com/playlist?id=818849560,39万
可爱即正义！甜到少女心炸裂，听了想谈恋爱,http://music.163.com/playlist?id=817197703,188万
「日系/治愈」世界以痛吻我，而我报之以歌,http://music.163.com/playlist?id=813168150,122万
【童谣】谣啊谣，谣到外婆桥,http://music.163.com/playlist?id=816537952,80万
「日系」甜蜜的事多半发生在夏天,http://music.163.com/playlist?id=816523350,26万
好莱坞动画电影中的美国梦,http://music.163.com/playlist?id=815623180,99万
致前任 | 予你后妈般的关怀,http://music.163.com/playlist?id=818636095,201万
『燃曲向』燃烧吧我的中二之魂！！③,http://music.163.com/playlist?id=813657389,47万
忆文人墨客｜笔墨半张 满纸尽风华,http://music.163.com/playlist?id=813960544,164万
『呼喊与细语』欧美古典电影精选,http://music.163.com/playlist?id=813645724,90万
【劲歌金曲第一弹】请选择严肃脸抖腿,http://music.163.com/playlist?id=817351430,398万
致前任｜最不可能的人 听完请放下,http://music.163.com/playlist?id=814768511,606万
林肯公园主唱离世 | 我努力过 但终究徒劳,http://music.163.com/playlist?id=818563810,1499万
『日系』有一种调皮叫小清新~,http://music.163.com/playlist?id=815640663,33万
「福利」欧美福利MV,http://music.163.com/playlist?id=819069854,31868
【超燃史诗&节奏电音】运动/健身/游戏必备,http://music.163.com/playlist?id=818000419,95704
有个玩黑怕的中国男孩儿有话对你说,http://music.163.com/playlist?id=817863107,237万
『日系感动』你是我永恒不变的守候,http://music.163.com/playlist?id=815399414,38万
复古舞曲｜跟随旧时光中的节奏摇摆起来,http://music.163.com/playlist?id=812775669,140万
高能慎点! 30首夏日恋曲MV合集,http://music.163.com/playlist?id=814290508,86万
繁花似锦|旋律向女声|奏响日系绚章,http://music.163.com/playlist?id=814715958,17万
另类情歌 | 我越过谎言去拥抱你,http://music.163.com/playlist?id=815359759,291万
很多故事再不讲就没人记得了 | 华语精选,http://music.163.com/playlist?id=814298370,290万
